station,Docked_Rent_15_1,Docked_Rent_15_2,Docked_Rent_15_3,Docked_Rent_15_4,Docked_Rent_15_5,Docked_Rent_15_6,Docked_Rent_15_7,Docked_Rent_15_8,Docked_Rent_15_9,Docked_Rent_15_10,Docked_Rent_15_11,Docked_Rent_15_12,Docked_Return_15_1,Docked_Return_15_2,Docked_Return_15_3,Docked_Return_15_4,Docked_Return_15_5,Docked_Return_15_6,Docked_Return_15_7,Docked_Return_15_8,Docked_Return_15_9,Docked_Return_15_10,Docked_Return_15_11,Docked_Return_15_12,Docked_Rent_30_1,Docked_Rent_30_2,Docked_Rent_30_3,Docked_Rent_30_4,Docked_Rent_30_5,Docked_Rent_30_6,Docked_Return_30_1,Docked_Return_30_2,Docked_Return_30_3,Docked_Return_30_4,Docked_Return_30_5,Docked_Return_30_6,Docked_Rent_45_1,Docked_Rent_45_2,Docked_Rent_45_3,Docked_Rent_45_4,Docked_Return_45_1,Docked_Return_45_2,Docked_Return_45_3,Docked_Return_45_4,Docked_Rent_60_1,Docked_Rent_60_2,Docked_Rent_60_3,Docked_Return_60_1,Docked_Return_60_2,Docked_Return_60_3
11029,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,5.0,6.0,6.0,0.0,0.0,1.0,1.0,5.0,4.0,3.0,1.0,0.0,4.0,4.0,11.0,6.0,1.0,2.0,8.0,4.0,0.0,4.0,9.0,11.0,1.0,6.0,8.0,1.0,7.0,16.0
11030,1.0,0.0,1.0,2.0,3.0,0.0,3.0,4.0,5.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,3.0,4.0,7.0,4.0,4.0,0.0,4.0,1.0,4.0,5.0,2.0,3.0,6.0,11.0,3.0,2.0,2.0,5.0,6.0,5.0,11.0,8.0,4.0,4.0,7.0
11031,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,5.0,3.0,0.0,7.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,6.0,0.0,2.0,2.0,7.0,6.0,1.0,1.0,4.0,8.0,9.0,1.0,5.0,11.0,2.0,2.0,6.0,14.0,2.0,11.0,6.0
11034,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,4.0,3.0,1.0,4.0,3.0,0.0
11035,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,5.0,3.0,2.0,2.0,1.0
11271,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,5.0,4.0,1.0,0.0,2.0
11272,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,6.0,1.0,0.0,0.0,2.0,5.0,2.0,4.0,1.0,2.0,6.0,4.0,0.0,3.0,5.0,6.0,3.0,5.0,6.0,0.0,7.0,7.0
13001,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,7.0,3.0,4.0,6.0
13002,0.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,10.0,10.0,15.0,9.0,1.0,7.0,6.0,7.0,4.0,8.0,0.0,0.0,2.0,10.0,20.0,24.0,4.0,10.0,10.0,10.0,0.0,2.0,19.0,35.0,8.0,13.0,13.0,0.0,12.0,45.0
13003,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,0.0,2.0,4.0,2.0,2.0,1.0,0.0,2.0,4.0,4.0,7.0,7.0,2.0,4.0,2.0,3.0,3.0,4.0,6.0,12.0,2.0,6.0,4.0,2.0,8.0,14.0
13004,1.0,0.0,1.0,0.0,3.0,1.0,4.0,9.0,7.0,5.0,7.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,3.0,6.0,1.0,3.0,6.0,0.0,0.0,1.0,4.0,12.0,13.0,9.0,1.0,4.0,5.0,9.0,4.0,6.0,1.0,6.0,19.0,13.0,3.0,7.0,10.0,8.0,2.0,16.0,20.0,6.0,13.0,9.0
13005,0.0,0.0,1.0,1.0,2.0,0.0,3.0,6.0,2.0,6.0,6.0,4.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,10.0,9.0,9.0,1.0,11.0,2.0,1.0,3.0,3.0,3.0,1.0,11.0,14.0,6.0,8.0,4.0,4.0,3.0,10.0,17.0,11.0,5.0,6.0
13006,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,5.0,1.0,3.0,1.0
13007,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0
13009,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,3.0,8.0,4.0,2.0,1.0,3.0,2.0,5.0,8.0,0.0,1.0,2.0,3.0,5.0,10.0,4.0,3.0,3.0,11.0,1.0,2.0,5.0,14.0,3.0,5.0,13.0,2.0,5.0,15.0
13010,1.0,2.0,6.0,2.0,0.0,1.0,4.0,5.0,6.0,4.0,6.0,7.0,1.0,0.0,3.0,0.0,2.0,5.0,2.0,5.0,5.0,4.0,6.0,7.0,4.0,7.0,1.0,9.0,10.0,13.0,0.0,3.0,7.0,7.0,9.0,13.0,10.0,4.0,14.0,17.0,3.0,8.0,12.0,17.0,11.0,11.0,22.0,3.0,14.0,22.0
13011,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,2.0,6.0,5.0,5.0,7.0,2.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,7.0,10.0,9.0,2.0,1.0,3.0,4.0,3.0,6.0,12.0,14.0,2.0,3.0,5.0,4.0,11.0,19.0
13012,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,0.0,3.0,3.0,6.0,6.0,0.0,3.0,4.0,7.0,7.0,6.0,3.0,2.0,7.0,8.0,2.0,5.0,10.0,10.0,2.0,5.0,13.0,4.0,9.0,14.0
13013,1.0,1.0,10.0,5.0,5.0,4.0,3.0,4.0,10.0,14.0,4.0,4.0,0.0,1.0,5.0,4.0,3.0,4.0,6.0,2.0,7.0,5.0,2.0,5.0,2.0,15.0,10.0,8.0,22.0,8.0,2.0,9.0,7.0,7.0,11.0,7.0,12.0,14.0,16.0,22.0,6.0,13.0,13.0,13.0,17.0,17.0,31.0,12.0,13.0,20.0
13014,1.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,5.0,4.0,6.0,5.0,4.0,5.0,6.0,1.0,5.0,7.0,7.0,6.0,5.0,7.0,2.0,8.0,9.0
13015,1.0,2.0,5.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,0.0,2.0,1.0,3.0,6.0,3.0,6.0,7.0,5.0,1.0,1.0,3.0,8.0,2.0,4.0,6.0,4.0,9.0,8.0,2.0,4.0,11.0,3.0,8.0,9.0,11.0,2.0,10.0,6.0
13016,1.0,0.0,1.0,1.0,2.0,0.0,4.0,6.0,1.0,0.0,7.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,2.0,2.0,0.0,3.0,2.0,10.0,0.0,11.0,0.0,3.0,3.0,6.0,4.0,4.0,2.0,3.0,10.0,9.0,2.0,4.0,8.0,5.0,4.0,10.0,10.0,4.0,7.0,8.0
13017,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,0.0,0.0,2.0,3.0,6.0,6.0,1.0,1.0,2.0
13025,1.0,0.0,4.0,11.0,8.0,12.0,25.0,17.0,25.0,20.0,7.0,5.0,3.0,0.0,5.0,7.0,8.0,15.0,7.0,6.0,9.0,4.0,4.0,10.0,1.0,14.0,21.0,43.0,44.0,13.0,3.0,11.0,23.0,13.0,12.0,14.0,6.0,30.0,67.0,32.0,7.0,31.0,21.0,18.0,16.0,62.0,58.0,16.0,35.0,25.0
13026,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,0.0,2.0,3.0,5.0,2.0,3.0,0.0,4.0,6.0,0.0,4.0,5.0,4.0,2.0,6.0,2.0
13061,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,6.0,6.0,5.0,4.0,0.0,1.0,3.0,3.0,5.0,6.0,1.0,0.0,3.0,4.0,12.0,7.0,1.0,4.0,5.0,8.0,0.0,5.0,10.0,12.0,2.0,6.0,11.0,1.0,7.0,18.0
15001,0.0,1.0,1.0,3.0,2.0,3.0,3.0,10.0,10.0,9.0,11.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,5.0,13.0,18.0,15.0,1.0,1.0,1.0,3.0,0.0,4.0,3.0,7.0,22.0,24.0,1.0,3.0,2.0,3.0,5.0,18.0,34.0,1.0,5.0,4.0
15002,0.0,0.0,2.0,0.0,0.0,3.0,2.0,5.0,4.0,5.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,3.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,6.0,9.0,3.0,2.0,0.0,6.0,6.0,0.0,2.0,2.0,4.0,10.0,8.0,2.0,7.0,5.0,3.0,3.0,9.0,12.0,4.0,11.0,3.0
15003,0.0,1.0,1.0,0.0,8.0,0.0,14.0,13.0,14.0,15.0,12.0,8.0,3.0,0.0,1.0,5.0,3.0,10.0,2.0,4.0,6.0,7.0,9.0,8.0,1.0,3.0,7.0,27.0,29.0,20.0,1.0,7.0,12.0,6.0,13.0,16.0,3.0,8.0,40.0,35.0,5.0,17.0,13.0,23.0,4.0,33.0,48.0,9.0,19.0,29.0
15004,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,5.0,10.0,6.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,4.0,6.0,10.0,2.0,3.0,2.0,1.0,2.0,3.0,15.0,8.0,3.0,0.0,6.0,7.0,15.0,5.0,3.0,3.0,8.0,16.0,1.0,7.0,10.0,16.0,3.0,6.0,21.0,2.0,12.0,20.0
15005,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,9.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0,12.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,7.0,15.0,0.0,6.0,2.0,3.0,5.0,18.0
15006,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,4.0,3.0,1.0,0.0,2.0,3.0,5.0,1.0,2.0,0.0,3.0,6.0,2.0,1.0,8.0,2.0,1.0,2.0,7.0,1.0,5.0,6.0
15007,0.0,0.0,0.0,3.0,4.0,1.0,5.0,7.0,5.0,9.0,10.0,5.0,0.0,4.0,1.0,4.0,1.0,6.0,2.0,3.0,6.0,2.0,6.0,6.0,0.0,4.0,4.0,12.0,14.0,15.0,4.0,5.0,8.0,4.0,9.0,11.0,2.0,7.0,16.0,24.0,5.0,11.0,10.0,13.0,6.0,16.0,29.0,10.0,11.0,19.0
15008,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,0.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,7.0,3.0,1.0,5.0,8.0,1.0,2.0,4.0,9.0,2.0,4.0,10.0,2.0,4.0,10.0
15009,2.0,1.0,2.0,3.0,1.0,6.0,2.0,6.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,4.0,5.0,4.0,3.0,4.0,8.0,7.0,3.0,5.0,3.0,3.0,4.0,1.0,6.0,8.0,5.0,11.0,8.0,7.0,3.0,5.0,5.0,11.0,8.0,15.0,9.0,5.0,6.0,14.0
15010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15011,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,0.0,2.0,7.0,1.0,2.0,3.0,5.0,5.0,6.0,5.0,3.0,1.0,5.0,4.0,5.0,6.0,8.0,8.0,3.0,3.0,7.0,5.0,10.0,11.0
15012,2.0,1.0,2.0,0.0,3.0,1.0,7.0,6.0,9.0,6.0,14.0,8.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,13.0,16.0,21.0,2.0,3.0,4.0,8.0,8.0,7.0,5.0,5.0,22.0,26.0,3.0,6.0,12.0,10.0,7.0,17.0,35.0,4.0,12.0,14.0
15013,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,12.0,4.0,4.0,10.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,15.0,14.0,1.0,3.0,5.0,0.0,1.0,2.0,12.0,18.0,1.0,6.0,1.0,1.0,4.0,29.0
15014,0.0,0.0,1.0,2.0,1.0,0.0,5.0,7.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,5.0,4.0,4.0,0.0,4.0,1.0,11.0,8.0,8.0,1.0,1.0,3.0,7.0,7.0,8.0,1.0,4.0,15.0,12.0,3.0,3.0,10.0,13.0,4.0,12.0,17.0,3.0,11.0,15.0
15015,1.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,1.0,0.0,0.0,1.0,3.0,8.0,7.0,6.0,8.0,4.0,4.0,2.0,2.0,10.0,8.0,6.0,9.0,8.0,0.0,3.0,10.0,13.0,11.0,5.0,7.0,12.0,11.0,11.0,2.0,11.0,21.0,9.0,11.0,14.0,16.0,3.0,25.0,16.0
15016,0.0,0.0,2.0,0.0,4.0,2.0,6.0,2.0,3.0,1.0,2.0,5.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,4.0,9.0,1.0,3.0,0.0,2.0,5.0,7.0,5.0,6.0,1.0,2.0,4.0,5.0,14.0,3.0,1.0,6.0,11.0,7.0,2.0,5.0,10.0,13.0,3.0,12.0,10.0,3.0,10.0,17.0
15017,0.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,3.0,4.0,6.0,4.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,9.0,10.0,8.0,7.0,3.0,4.0,0.0,6.0,7.0,9.0,3.0,3.0,6.0,5.0,18.0,14.0,4.0,4.0,7.0,14.0,3.0,8.0,13.0,25.0,6.0,6.0,17.0,6.0,11.0,35.0
15018,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,9.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,6.0,6.0,2.0,11.0,11.0,1.0,3.0,5.0,4.0,8.0,8.0,0.0,4.0,4.0,9.0,8.0,21.0,2.0,8.0,4.0,16.0,1.0,7.0,15.0,22.0,6.0,8.0,16.0,4.0,13.0,28.0
15019,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,2.0,2.0,1.0,5.0,3.0,4.0,10.0,6.0,0.0,1.0,1.0,3.0,7.0,3.0,5.0,5.0,10.0,10.0,1.0,2.0,3.0,10.0,7.0,8.0,15.0,2.0,4.0,11.0
15020,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,6.0,2.0,1.0,1.0,0.0,11.0,0.0,2.0,2.0,6.0,1.0,2.0,10.0,0.0,2.0,8.0
15021,1.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,4.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,0.0,4.0,0.0,3.0,7.0,3.0,3.0,4.0,4.0,2.0,3.0,6.0,4.0,4.0,4.0,4.0
15022,1.0,1.0,0.0,4.0,5.0,2.0,3.0,4.0,2.0,5.0,6.0,4.0,0.0,3.0,0.0,5.0,3.0,2.0,5.0,7.0,8.0,13.0,11.0,25.0,1.0,5.0,7.0,7.0,8.0,10.0,3.0,5.0,6.0,11.0,21.0,35.0,3.0,10.0,10.0,15.0,2.0,12.0,22.0,45.0,6.0,14.0,17.0,7.0,20.0,54.0
15023,1.0,0.0,0.0,1.0,2.0,0.0,1.0,5.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,1.0,0.0,1.0,2.0,5.0,2.0,5.0,0.0,1.0,1.0,3.0,3.0,6.0,0.0,2.0,6.0,6.0,0.0,2.0,5.0,8.0,1.0,7.0,7.0,1.0,4.0,9.0
15024,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0
15025,0.0,0.0,4.0,0.0,3.0,0.0,2.0,5.0,6.0,3.0,7.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,6.0,5.0,6.0,0.0,1.0,4.0,0.0,7.0,8.0,11.0,0.0,3.0,3.0,4.0,10.0,4.0,5.0,2.0,12.0,13.0,3.0,3.0,9.0,10.0,4.0,9.0,19.0,5.0,6.0,14.0
15026,1.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,5.0,6.0,2.0,5.0,2.0,6.0,3.0,1.0,6.0,8.0,3.0,5.0,7.0,3.0,5.0,11.0
15027,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,3.0,0.0,3.0,7.0,0.0,0.0,1.0,2.0,5.0,3.0,6.0,2.0,2.0,7.0,4.0,0.0,3.0,8.0,7.0,4.0,4.0,7.0,2.0,7.0,8.0
15028,0.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,10.0,10.0,9.0,9.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,6.0,1.0,5.0,3.0,1.0,8.0,3.0,19.0,18.0,2.0,2.0,3.0,7.0,8.0,5.0,4.0,8.0,13.0,28.0,2.0,4.0,9.0,11.0,4.0,11.0,37.0,4.0,10.0,12.0
15029,0.0,1.0,2.0,6.0,3.0,4.0,9.0,19.0,12.0,14.0,19.0,9.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0,4.0,3.0,3.0,6.0,7.0,0.0,8.0,7.0,28.0,26.0,28.0,2.0,3.0,9.0,4.0,7.0,13.0,4.0,12.0,39.0,42.0,2.0,12.0,9.0,15.0,10.0,33.0,54.0,5.0,13.0,19.0
15030,1.0,0.0,1.0,4.0,2.0,2.0,0.0,8.0,3.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,4.0,5.0,2.0,3.0,1.0,5.0,4.0,8.0,7.0,4.0,1.0,2.0,1.0,5.0,9.0,4.0,3.0,8.0,11.0,7.0,3.0,1.0,10.0,10.0,6.0,13.0,9.0,2.0,8.0,13.0
15031,1.0,2.0,0.0,2.0,7.0,5.0,3.0,12.0,4.0,5.0,7.0,4.0,0.0,2.0,4.0,1.0,1.0,2.0,5.0,3.0,4.0,3.0,6.0,2.0,4.0,2.0,12.0,15.0,9.0,11.0,3.0,4.0,3.0,7.0,7.0,7.0,4.0,15.0,18.0,16.0,7.0,4.0,12.0,10.0,6.0,26.0,21.0,8.0,10.0,14.0
15032,0.0,1.0,0.0,1.0,2.0,5.0,1.0,2.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,5.0,0.0,2.0,5.0,6.0,1.0,2.0,6.0,3.0,6.0,1.0,0.0,1.0,5.0,6.0,5.0,8.0,2.0,8.0,8.0,2.0,0.0,7.0,9.0,10.0,5.0,8.0,8.0,2.0,12.0,12.0
15033,0.0,0.0,2.0,4.0,3.0,2.0,5.0,4.0,6.0,9.0,8.0,7.0,1.0,0.0,6.0,6.0,8.0,7.0,1.0,8.0,9.0,8.0,3.0,3.0,0.0,5.0,5.0,10.0,16.0,14.0,1.0,12.0,16.0,8.0,18.0,5.0,3.0,9.0,16.0,23.0,8.0,21.0,17.0,13.0,6.0,16.0,30.0,13.0,24.0,22.0
15034,1.0,2.0,3.0,2.0,3.0,4.0,7.0,6.0,19.0,6.0,15.0,19.0,2.0,3.0,3.0,3.0,6.0,10.0,7.0,5.0,8.0,13.0,6.0,4.0,3.0,5.0,8.0,12.0,25.0,32.0,6.0,5.0,16.0,12.0,21.0,10.0,7.0,10.0,31.0,39.0,8.0,19.0,19.0,24.0,10.0,19.0,58.0,11.0,27.0,31.0
15035,2.0,2.0,5.0,1.0,6.0,5.0,5.0,3.0,5.0,4.0,7.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,4.0,7.0,1.0,7.0,5.0,5.0,12.0,8.0,9.0,8.0,0.0,5.0,3.0,5.0,11.0,7.0,10.0,14.0,12.0,12.0,0.0,7.0,9.0,14.0,11.0,19.0,16.0,5.0,9.0,19.0
15036,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,1.0,0.0,7.0,1.0,2.0,2.0,2.0,4.0,7.0,1.0,2.0,2.0,6.0,1.0,6.0,2.0,3.0,5.0,8.0,2.0,4.0,6.0,7.0,3.0,7.0,9.0,3.0,8.0,8.0
15037,3.0,2.0,2.0,3.0,3.0,4.0,6.0,8.0,10.0,8.0,5.0,6.0,0.0,3.0,0.0,4.0,6.0,3.0,5.0,13.0,11.0,20.0,17.0,12.0,4.0,5.0,9.0,13.0,18.0,10.0,4.0,4.0,10.0,19.0,31.0,27.0,6.0,12.0,24.0,18.0,4.0,14.0,30.0,48.0,11.0,22.0,28.0,8.0,30.0,58.0
15038,1.0,2.0,2.0,4.0,4.0,7.0,4.0,3.0,2.0,4.0,6.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,6.0,4.0,6.0,10.0,7.0,7.0,8.0,3.0,0.0,5.0,1.0,3.0,6.0,6.0,15.0,10.0,12.0,2.0,5.0,2.0,9.0,10.0,18.0,14.0,2.0,6.0,9.0
15039,0.0,0.0,0.0,3.0,1.0,5.0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,7.0,6.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,3.0,6.0,2.0,5.0,0.0,1.0,8.0,8.0,0.0,6.0,2.0,2.0,8.0,4.0,3.0,4.0,14.0,5.0,2.0,4.0,9.0,5.0,9.0,9.0,8.0
15040,0.0,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,0.0,5.0,4.0,6.0,11.0,5.0,8.0,2.0,4.0,5.0,4.0,2.0,9.0,3.0,2.0,7.0,8.0,17.0,13.0,3.0,6.0,6.0,10.0,3.0,10.0,14.0,23.0,5.0,8.0,11.0,4.0,16.0,29.0
