0,1,2,3
199.9226668,206,190.3133508,15
201.1623086,201,186.9888027,14
200.3279541,196,181.9888027,14
198.3804885,195,180.9888027,14
208.1212273,191,174.7031051,14
199.4175042,191,179.3245481,15
199.1129921,191,183.5255551,13
202.1311898,190,183.7722518,14
201.0886121,189,182.7722518,14
199.2627806,188,177.1508088,12
197.9660879,186,171.9888027,13
197.4781118,185,170.9888027,13
199.4869934,184,178.1510376,12
197.5174287,184,170.545634,12
197.7254944,184,167.7031051,13
199.8258652,184,172.9344867,13
196.3839937,182,168.545634,11
198.0116729,182,176.1510376,11
200.9214313,181,173.9888027,14
197.1179113,180,169.1508088,12
197.8717238,180,177.5075672,14
196.5723198,180,177.1622348,14
199.7661906,180,168.3245481,15
196.8591285,180,163.7031051,13
197.4839841,180,173.7722518,13
200.4150524,180,175.9888027,15
195.6765316,179,162.7031051,13
196.0772763,179,174.9888027,13
196.313083,177,162.9888027,13
194.7144532,176,173.1622348,14
196.2712559,174,163.1508088,12
195.0655241,174,160.545634,11
196.781338,172,165.7722518,12
196.3132855,172,166.1510376,13
202.0131004,172,166.1510376,12
200.0013383,172,165.7722518,13
199.4742891,171,162.1510376,14
197.8467555,170,165.9888027,12
200.0588211,169,167.1622348,14
200.36569,169,162.7722518,13
199.5275011,168,161.7722518,13
194.4897954,168,163.9888027,13
196.1987234,167,162.9888027,12
198.5600438,167,167,13
196.8665527,167,160.7722518,12
195.1263422,166,161.9888027,12
196.6783979,166,161.9888027,13
197.8594851,166,161.9888027,13
199.3106464,166,160.1510376,11
197.7336063,165,165,13
195.7514355,165,160.9888027,13
193.6422245,164,157.162006,11
197.5166662,164,157.7722518,12
197.2267287,164,156.4191196,12
198.2854837,164,159.9888027,13
196.4206342,164,157.7722518,12
198.1116655,163,156.7722518,13
195.7005874,163,156.7722518,13
194.7031082,163,160.5075672,11
196.0806491,162,154.370885,11
194.6772251,162,157.9888027,12
195.8859985,162,155.7722518,12
193.2938252,161,146.1749337,11
196.5534969,161,156.9888027,13
196.4986949,160,153.7722518,12
197.1910772,160,157.7834491,13
193.1303641,160,153.162006,11
198.3254846,160,155.9888027,10
193.6550313,160,155.9888027,12
198.1263725,159,157.1622348,14
194.4477523,159,154.9888027,11
192.963648,159,154.9456839,12
194.5247971,159,157.1622348,14
194.4390317,159,154.9888027,11
197.8197468,157,151.1510376,11
193.079741,157,152.9888027,10
194.443229,157,150.7722518,12
195.8202812,157,157,13
195.8446702,157,151.1510376,12
195.4035516,156,153.7834491,12
195.9856438,156,149.7722518,12
196.0050343,156,149.7722518,12
194.9938437,155,155,13
194.1053436,155,150.9888027,11
192.4150105,154,147.7722518,11
194.8423615,154,151.7834491,11
196.1225744,153,147.1510376,11
193.918228,153,148.9888027,11
192.0490392,152,145.7722518,11
196.0770236,151,149.1622348,14
193.8274319,151,146.9888027,11
194.5790542,151,145.1510376,13
194.463078,150,145.9888027,13
193.0933045,150,150,12
193.3191626,149,144.9888027,10
192.4145478,148,128.8049741,11
194.8986035,148,142.1510376,11
193.1356634,148,143.9888027,11
193.2534858,147,142.9888027,10
192.3581331,146,141.9888027,9
192.5474922,146,141.9888027,11
191.8715323,145,138.7722518,11
192.5856736,145,138.7722518,10
192.9854745,145,140.9888027,10
193.0532624,145,132.9888027,11
193.9824376,145,140.9888027,11
192.4418133,144,139.9888027,12
192.2322492,144,134.1604047,12
192.96493,144,137.5407918,11
193.8569849,144,139.9888027,12
194.0383549,143,133,11
193.1035932,143,138.9888027,10
194.2376344,143,140.7834491,11
192.9415602,143,138.9888027,10
192.3225454,142,137.9888027,10
193.7270654,142,137.9888027,11
194.6406092,141,139.1622348,13
192.8289917,141,138.7834491,12
193.6227653,140,134.1510376,10
192.4195907,140,137.7834491,12
193.7985514,140,135.5768016,12
192.2300392,139,125.1567955,11
191.6854551,139,132.7722518,11
192.7205558,139,134.9888027,11
191.8562473,139,136.7834491,11
192.7548853,138,138,12
193.4814431,138,133.9888027,12
192.2716617,137,134.7834491,12
191.4704272,135,129.1510376,9
192.1306442,133,123,10
191.1426782,133,128.9888027,11
191.6235867,133,130.5893034,12
192.012907,133,131.1622348,11
191.6946443,132,127.9888027,8
192.3743616,132,127.9888027,12
192.7836422,131,125.8632457,11
192.1998349,131,131,11
192.7632165,130,130,13
192.5885403,130,130,12
192.5628645,129,129,10
192.5177411,129,129,12
191.763035,129,127.1622348,11
193.583842,128,123.9888027,13
192.0601072,127,122.9888027,11
191.3729357,127,127,10
191.3089037,127,124.7834491,11
191.4344406,127,127,11
193.0720982,126,126,13
190.8616063,126,114.7118738,10
191.9533617,126,126,10
192.6236366,125,120.9888027,11
191.4381641,125,113.3833991,11
191.3215553,125,110,11
191.9773144,125,122.7834491,11
191.3237601,124,119.9888027,9
191.773046,123,116.7722518,11
190.9801911,123,120.7834491,10
191.8481775,122,117.9888027,10
191.5898338,122,122,11
192.0182467,122,115.7722518,10
191.2090203,121,121,11
191.3755908,121,114.7722518,8
191.5330128,121,121,12
191.4305913,120,120,11
191.1146565,118,108.1604047,15
190.9488667,118,118,9
192.7772458,118,118,12
192.626416,118,113.5768016,11
191.4381886,118,118,11
191.3131072,117,112.9888027,12
190.624151,117,117,11
191.940185,116,114.1622348,9
190.9656977,115,110.9888027,9
191.3660758,115,103.3833991,11
191.7940941,115,110.9888027,10
191.4959639,115,109,12
191.0675105,114,114,12
190.8927311,114,108,11
190.6636769,113,113,12
191.0400791,112,107.9888027,12
191.1259546,110,105.9888027,12
190.4902502,109,106.7834491,9
191.3322719,109,109,12
190.4949818,108,103.9888027,8
190.5614461,107,107,12
190.4512434,105,105,9
190.9604035,105,102.5893034,11
191.2001854,105,105,12
191.3060769,104,104,11
190.0388616,103,103,9
190.8642465,103,103,12
190.2629119,102,100.1622348,8
191.148219,102,102,12
190.3816904,102,102,13
190.4178617,100,100,11
190.3673245,100,100,10
,,141.4613087,
