station,Docked_Rent_15_1,Docked_Rent_15_2,Docked_Rent_15_3,Docked_Rent_15_4,Docked_Rent_15_5,Docked_Rent_15_6,Docked_Rent_15_7,Docked_Rent_15_8,Docked_Rent_15_9,Docked_Rent_15_10,Docked_Rent_15_11,Docked_Rent_15_12,Docked_Return_15_1,Docked_Return_15_2,Docked_Return_15_3,Docked_Return_15_4,Docked_Return_15_5,Docked_Return_15_6,Docked_Return_15_7,Docked_Return_15_8,Docked_Return_15_9,Docked_Return_15_10,Docked_Return_15_11,Docked_Return_15_12,Docked_Rent_30_1,Docked_Rent_30_2,Docked_Rent_30_3,Docked_Rent_30_4,Docked_Rent_30_5,Docked_Rent_30_6,Docked_Return_30_1,Docked_Return_30_2,Docked_Return_30_3,Docked_Return_30_4,Docked_Return_30_5,Docked_Return_30_6,Docked_Rent_45_1,Docked_Rent_45_2,Docked_Rent_45_3,Docked_Rent_45_4,Docked_Return_45_1,Docked_Return_45_2,Docked_Return_45_3,Docked_Return_45_4,Docked_Rent_60_1,Docked_Rent_60_2,Docked_Rent_60_3,Docked_Return_60_1,Docked_Return_60_2,Docked_Return_60_3
15025,0,0,3,0,1,1,2,3,6,2,8,4,0,0,3,1,1,0,0,4,4,7,4,0,0,3,2,5,8,12,0,4,1,4,11,4,3,2,11,14,3,2,8,11,3,7,20,4,5,15
15026,0,2,0,0,2,2,0,2,2,1,3,0,0,1,1,0,1,0,1,2,3,3,2,3,2,0,4,2,3,3,1,1,1,3,6,5,2,4,4,4,2,1,6,8,2,6,6,2,4,11
15027,1,0,0,2,0,0,2,1,3,3,0,2,0,0,0,1,0,0,1,5,1,1,2,5,1,2,0,3,6,2,0,1,0,6,2,7,1,2,6,5,0,1,7,8,3,3,8,1,6,9
15028,0,1,2,0,1,5,1,1,10,10,10,10,0,0,1,1,1,1,3,6,1,6,1,4,1,2,6,2,20,20,0,2,2,9,7,5,3,6,12,30,1,3,10,11,3,8,40,2,11,12
15029,0,0,2,4,3,3,9,19,12,15,18,10,0,1,1,3,3,5,1,4,4,2,6,7,0,6,6,28,27,28,1,4,8,5,6,13,2,10,40,43,2,11,9,15,6,34,55,5,13,19
15030,0,1,0,4,2,3,0,7,3,3,4,1,0,0,1,0,1,1,0,5,3,5,2,4,1,4,5,7,6,5,0,1,2,5,8,6,1,9,10,8,1,2,8,11,5,12,11,1,7,14
15031,2,2,0,2,7,5,3,11,5,5,7,3,0,2,3,1,1,1,5,3,4,3,5,2,4,2,12,14,10,10,2,4,2,8,7,7,4,14,19,15,5,3,12,10,6,26,20,6,10,14
15032,0,1,0,1,1,4,2,0,7,0,0,2,0,0,0,1,3,1,2,5,2,2,2,6,1,1,5,2,7,2,0,1,4,7,4,8,1,6,9,2,0,5,9,10,2,7,9,1,11,12
15033,0,0,1,3,4,1,6,3,6,10,7,8,0,0,6,5,9,6,1,7,10,8,3,3,0,4,5,9,16,15,0,11,15,8,18,6,1,8,15,25,6,20,18,14,4,14,31,11,23,24
15034,0,3,2,1,3,3,6,6,19,7,13,21,1,4,1,3,5,10,6,6,7,14,6,6,3,3,6,12,26,34,5,4,15,12,21,12,5,7,31,41,6,18,19,26,6,18,60,9,27,33
15035,2,3,4,1,6,5,4,3,5,4,7,1,0,0,0,4,1,2,3,1,4,7,1,6,5,5,11,7,9,8,0,4,3,4,11,7,9,12,12,12,0,7,8,14,10,18,17,4,7,18
15036,1,1,0,2,1,2,1,1,0,1,4,5,0,1,0,2,0,2,2,3,1,1,0,6,2,2,3,2,1,9,1,2,2,5,2,6,2,5,2,10,1,4,6,7,4,5,10,3,7,8
15037,2,2,2,3,3,4,5,8,10,7,5,7,0,2,0,3,7,2,5,13,10,21,16,12,4,5,7,13,17,12,2,3,9,18,31,28,6,10,23,19,2,12,28,49,9,20,29,5,27,59
15038,1,3,1,4,3,7,4,3,2,4,5,4,0,2,0,0,2,2,0,1,0,2,1,6,4,5,10,7,6,9,2,0,4,1,2,7,5,14,9,13,2,4,1,9,9,17,15,2,5,9
15039,1,0,0,1,1,6,1,0,2,3,1,0,0,1,1,6,8,1,0,0,4,0,2,2,1,1,7,1,5,1,1,7,9,0,4,4,1,8,3,4,2,15,4,4,2,8,6,8,9,8
15040,0,0,2,2,2,2,1,3,2,0,3,5,1,0,1,1,6,1,3,3,7,10,6,8,0,4,4,4,2,8,1,2,7,6,17,14,2,6,6,8,2,8,13,24,4,8,10,3,13,31
15042,2,2,0,2,1,2,3,8,8,9,4,6,0,2,1,1,0,2,2,2,5,10,13,18,4,2,3,11,17,10,2,2,2,4,15,31,4,5,19,19,3,3,9,41,6,14,27,4,6,46
15043,1,1,1,2,1,1,3,1,2,1,0,2,2,1,0,0,1,2,1,2,3,3,3,5,2,3,2,4,3,2,3,0,3,3,6,8,3,4,6,3,3,3,6,11,5,6,5,3,6,14
15044,0,4,5,5,6,6,8,6,15,4,8,3,0,2,1,5,0,5,4,5,2,2,3,0,4,10,12,14,19,11,2,6,5,9,4,3,9,17,29,15,3,10,11,5,14,26,30,8,14,7
15045,1,4,7,6,4,4,7,8,5,1,6,3,0,1,1,4,2,2,2,2,2,3,2,1,5,13,8,15,6,9,1,5,4,4,5,3,12,14,20,10,2,8,6,6,18,23,15,6,8,8
15046,0,0,0,1,1,1,0,1,5,3,2,8,1,0,1,1,1,1,1,3,5,3,4,1,0,1,2,1,8,10,1,2,2,4,8,5,0,3,6,13,2,3,9,8,1,3,18,3,6,13
15047,0,0,0,1,2,1,4,4,3,1,5,8,1,0,0,2,2,1,4,2,5,4,4,0,0,1,3,8,4,13,1,2,3,6,9,4,0,4,11,14,1,5,11,8,1,11,17,3,9,13
15048,4,0,2,3,0,7,5,8,11,17,15,20,3,3,4,7,12,9,9,15,19,10,25,6,4,5,7,13,28,35,6,11,21,24,29,31,6,10,24,52,10,28,43,41,9,20,63,17,45,60
15049,3,0,4,4,1,2,7,6,6,4,5,9,2,1,3,3,3,1,8,7,2,3,3,4,3,8,3,13,10,14,3,6,4,15,5,7,7,7,19,18,6,7,17,10,11,16,24,9,19,12
15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15051,1,1,0,1,2,1,0,0,1,3,2,0,0,1,1,0,1,2,0,0,4,4,2,3,2,1,3,0,4,2,1,1,3,0,8,5,2,4,1,5,2,3,4,9,3,3,6,2,3,13
15052,0,0,1,2,3,0,1,0,3,4,2,3,0,1,0,1,1,2,0,1,3,5,2,3,0,3,3,1,7,5,1,1,3,1,8,5,1,5,4,9,1,4,4,10,3,4,12,2,4,13
15053,1,0,0,1,4,1,7,3,0,3,5,3,0,0,2,2,0,2,2,6,4,6,4,5,1,1,5,10,3,8,0,4,2,8,10,9,1,6,10,11,2,4,12,15,2,15,11,4,10,19
15054,0,1,1,1,1,3,4,3,4,3,4,1,0,2,0,0,1,2,2,1,0,0,3,0,1,2,4,7,7,5,2,0,3,3,0,3,2,5,11,8,2,3,3,3,3,11,12,2,6,3
15055,1,1,2,1,4,2,2,3,1,0,1,1,1,0,0,0,0,3,0,4,0,0,2,1,2,3,6,5,1,2,1,0,3,4,0,3,4,7,6,2,1,3,4,3,5,11,3,1,7,3
15056,0,0,0,1,1,0,5,3,2,0,2,0,0,0,1,2,2,1,0,1,0,0,2,0,0,1,1,8,2,2,0,3,3,1,0,2,0,2,10,2,1,5,1,2,1,9,4,3,4,2
15057,0,2,3,3,4,4,3,3,4,3,3,5,0,1,1,0,2,1,2,1,2,1,4,9,2,6,8,6,7,8,1,1,3,3,3,13,5,11,10,11,2,3,5,14,8,14,15,2,6,16
15058,2,8,2,11,4,6,9,11,12,8,15,5,1,0,0,5,2,5,5,5,2,4,6,3,10,13,10,20,20,20,1,5,7,10,6,9,12,21,32,28,1,12,12,13,23,30,40,6,17,15
15059,0,0,0,0,4,1,2,2,1,3,1,0,1,0,1,1,2,2,3,1,4,3,3,9,0,0,5,4,4,1,1,2,4,4,7,12,0,5,5,4,2,5,8,15,0,9,5,3,8,19
15060,0,0,0,1,0,1,0,2,1,4,1,0,0,0,1,1,1,1,1,1,4,3,5,3,0,1,1,2,5,1,0,2,2,2,7,8,0,2,3,5,1,3,6,11,1,3,6,2,4,15
15061,2,0,3,2,2,1,0,1,2,1,2,0,0,0,0,1,0,1,1,0,0,0,3,0,2,5,3,1,3,2,0,1,1,1,0,3,5,5,3,3,0,2,1,3,7,4,5,1,2,3
15062,0,0,2,2,0,0,1,1,1,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,2,1,3,0,0,1,1,1,0,2,2,3,3,0,1,1,1,4,2,4,0,2,1
15063,1,0,1,0,0,2,3,3,1,1,4,6,1,1,5,6,1,4,10,13,6,2,7,3,1,1,2,6,2,10,2,11,5,23,8,10,2,2,7,11,7,11,29,12,2,8,12,13,28,18
15064,0,0,1,1,5,0,10,3,1,1,1,0,2,0,1,1,2,1,0,1,3,0,3,2,0,2,5,13,2,1,2,2,3,1,3,5,1,6,14,2,3,4,4,5,2,18,3,4,4,8
15065,2,2,0,1,1,2,0,1,4,1,1,2,0,0,1,2,2,2,2,2,4,5,2,3,4,1,3,1,5,3,0,3,4,4,9,5,4,4,5,4,1,6,8,10,5,4,8,3,8,14
15066,0,0,1,0,0,0,0,0,2,3,1,6,0,0,0,0,0,1,0,1,2,0,2,3,0,1,0,0,5,7,0,0,1,1,2,5,1,0,2,10,0,1,3,5,1,0,12,0,2,7
15067,2,1,0,5,2,3,4,5,3,2,0,2,0,0,1,1,2,3,1,2,2,1,0,0,3,5,5,9,5,2,0,2,5,3,3,0,3,10,12,4,1,6,5,1,8,14,7,2,8,3
15068,0,1,2,2,1,3,1,8,10,6,4,7,0,2,2,1,2,0,4,2,4,5,1,2,1,4,4,9,16,11,2,3,2,6,9,3,3,6,19,17,4,3,10,8,5,13,27,5,8,12
15069,1,1,1,0,2,1,0,1,1,1,1,1,0,1,0,1,2,2,0,3,2,1,0,0,2,1,3,1,2,2,1,1,4,3,3,0,3,3,2,3,1,5,5,1,3,4,4,2,7,3
15070,1,1,1,0,0,3,1,2,3,2,2,2,0,0,1,0,0,1,0,2,1,0,0,1,2,1,3,3,5,4,0,1,1,2,1,1,3,3,6,6,1,1,3,1,3,6,9,1,3,2
15075,0,0,2,3,4,5,7,8,3,9,5,1,0,1,0,1,1,3,2,1,2,7,4,2,0,5,9,15,12,6,1,1,4,3,9,6,2,12,18,15,1,5,5,13,5,24,18,2,7,15
15076,1,3,0,1,1,1,2,5,3,6,3,1,2,1,1,4,1,2,2,4,12,12,12,4,4,1,2,7,9,4,3,5,3,6,24,16,4,3,10,10,4,7,18,28,5,9,13,8,9,40
15077,0,1,1,3,1,2,6,6,1,2,3,5,1,0,1,0,1,2,2,2,5,6,5,1,1,4,3,12,3,8,1,1,3,4,11,6,2,6,13,10,2,3,9,12,5,15,11,2,7,17
15079,0,1,1,1,2,2,1,1,0,1,0,0,0,0,0,1,0,4,0,0,5,1,1,0,1,2,4,2,1,0,0,1,4,0,6,1,2,5,2,1,0,5,5,2,3,6,1,1,4,7
15083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15084,1,0,0,2,1,1,0,0,0,1,1,2,0,0,1,1,1,0,0,1,1,1,0,1,1,2,2,0,1,3,0,2,1,1,2,1,1,4,0,4,1,2,2,2,3,2,4,2,2,3
15087,0,0,0,0,0,1,0,0,5,1,2,0,0,0,0,2,1,1,1,0,1,0,1,0,0,0,1,0,6,2,0,2,2,1,1,1,0,1,5,3,0,4,2,1,0,1,8,2,3,2
15088,2,0,1,3,2,0,2,4,2,5,3,0,0,1,0,0,1,2,1,1,0,2,0,0,2,4,2,6,7,3,1,0,3,2,2,0,3,5,8,8,1,3,2,2,6,8,10,1,5,2
15090,0,0,0,3,2,3,2,1,4,2,5,0,0,0,2,3,0,2,6,2,2,3,1,2,0,3,5,3,6,5,0,5,2,8,5,3,0,8,7,7,2,5,10,6,3,8,11,5,10,8
