[[183.65706060097813, 118, 118, 10],
[190.2920886879597, 146, 141.98880273118624, 10],
[190.5914597352597, 149, 144.98880273118624, 10],
[188.3173918278551, 134, 129.98880273118624, 9],
[189.7395775630756, 140, 134.15103757396753, 10],
[186.0294619561132, 125, 125, 10],
[185.18170544747042, 133, 121.16223484278129, 10],
[178.83225767323708, 110, 108.16223484278129, 7],
[174.60884811947042, 97, 95.16223484278129, 6],
[168.28169143143668, 44, 44, 4],
[172.9631371736545, 85, 85, 5],
[175.25563073480376, 105, 103.16223484278129, 7],
[185.22801659102586, 128, 123.98880273118624, 10],
[173.67148382022117, 95, 95, 6],
[166.83468816466217, 7, 7, 6],
[167.7922090097744, 32, 27.98880273118624, 6],
[182.1497690310734, 118, 116.16223484278129, 9],
[167.707215229773, 29, 24.98880273118624, 3],
[167.32958009310633, 22, 17.98880273118624, 4],
[167.12490775013163, 16, 16, 3],
[189.11887333960624, 132, 132, 10],
[187.34360318291272, 140, 125.34011572073435, 10],
[187.94647913324604, 142, 127.34011572073435, 11],
[166.97516173916836, 14, 14, 4],
[168.34180502713303, 46, 46, 3],
[170.12997055999512, 62, 62, 4],
[169.97648466426176, 57, 57, 4],
[171.16909579379242, 69, 69, 4],
[171.3547957356591, 79, 79, 5],
[167.38227997568714, 23, 23, 2],
[167.88974405433908, 38, 38, 3],
[166.31603268880573, 0, 0, 3],
[168.20676870532338, 41, 41, 3],
[172.68515401530402, 82, 80.16223484278129, 6],
[177.21332823458783, 105, 105, 6],
[179.74475071072115, 113, 113, 7],
[177.10232205472116, 104, 104, 6],
[173.49125076978783, 87, 87, 5],
[168.4559162611695, 51, 51, 3],
[171.05654834202576, 68, 68, 4],
[169.76756497136205, 52, 52, 3]]
